teks_klaim,evidence,new_label
Memiliki tingkat Vitamin D yang memadai dapat meningkatkan hasil pasien yang dirawat di rumah sakit karena COVID-19,"Beberapa penelitian menunjukkan peran vitamin D dalam mengurangi risiko infeksi saluran pernafasan akut dan pneumonia. Ini termasuk penghambatan langsung dengan replikasi virus atau dengan cara anti-inflamasi atau imunomodulator. Dalam meta-analisis, suplementasi vitamin D terbukti aman dan efektif melawan infeksi saluran pernafasan akut. Oleh karena itu, orang-orang yang berisiko lebih tinggi mengalami kekurangan vitamin D selama pandemi global ini harus mempertimbangkan untuk mengonsumsi suplemen vitamin D untuk menjaga sirkulasi 25(OH)D pada tingkat optimal (75-125nmol/L).",SUPPORT
memakai masker di depan umum mengurangi jumlah harian virus corona,"Penelitian ini 1) menggambarkan jalur penularan Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2); 2) mengatasi kontroversi seputar masker dari sudut pandang sikap, efektivitas, dan perlunya penggunaan masker dengan bukti bahwa penggunaan masker akan secara efektif menghentikan penularan penyakit menular baik di rumah sakit maupun di komunitas; dan 3) memberikan anjuran agar masyarakat memakai masker selama pandemi COVID-19 sesuai dengan konteks lokal.",SUPPORT
"Virus corona yang menyebabkan penyakit yang tidak terlalu parah, seperti flu biasa, menyebar lebih lambat pada manusia selama musim panas.","Studi saat ini berfokus pada hubungan antara parameter lingkungan dan tingkat pertumbuhan COVID-19. Analisis statistik menunjukkan bahwa perubahan suhu memperlambat laju pertumbuhan dan menemukan bahwa suhu -6,28C dan +14,51C merupakan kisaran yang menguntungkan bagi pertumbuhan COVID-19.",SUPPORT
"Anda mungkin pernah mendengar tentang laporan peningkatan kasus COVID-19 pada anak-anak baru-baru ini. Hal ini menegaskan bahwa anak-anak tidak kebal terhadap virus tersebut. Untungnya, penyakit ini cenderung memiliki gejala yang lebih ringan, kecil kemungkinannya menjadi sakit parah, dan jarang perlu dirawat di rumah sakit karena penyakit tersebut",Penyakit virus corona baru (COVID-19) sedang menyebar secara global. Sedikit yang diketahui mengenai faktor risiko terhadap hasil klinis COVID-19 pada anak-anak.,SUPPORT
"Virus corona tidak terlalu sulit untuk dipuaskan jika dikaitkan dengan calon inangnya -- virus ini telah terdeteksi pada banyak spesies mamalia dan burung, termasuk anjing dan kucing, serta hewan ternak seperti sapi, ayam, dan babi.",Data eksperimental menunjukkan musang dan kucing sangat rentan terhadap SARS-CoV-2 karena terinfeksi melalui inokulasi virus dan dapat menularkan virus secara langsung atau tidak langsung melalui tetesan atau jalur udara.,SUPPORT
tampaknya hewan peliharaan dapat tertular virus corona baru dari pemiliknya,"Pemberitahuan mengenai hasil tes yang diduga positif pada hewan memicu penyelidikan One Health* oleh mitra negara bagian dan federal, yang menyimpulkan bahwa tidak ada peristiwa penularan lebih lanjut ke hewan atau orang lain yang terjadi.",SUPPORT
YAP/TAZ diperlukan dalam regenerasi usus pada model tikus kolitis ulserativa.,"Regenerasi jaringan memerlukan adaptasi seluler yang dinamis terhadap lingkungan luka. Saat ini masih belum jelas bagaimana hal ini diatur pada tingkat sel dan bagaimana nasib sel dipengaruhi oleh kerusakan jaringan yang parah. Di sini kami membedah transisi nasib sel selama regenerasi kolon dalam model kolitis dekstran sulfat natrium (DSS) tikus, dan kami menunjukkan bahwa epitel diprogram ulang secara sementara menjadi keadaan primitif. Hal ini ditandai dengan ekspresi penanda janin secara de novo serta penekanan penanda untuk sel induk dewasa dan sel yang berdiferensiasi. Perubahan nasib diatur dengan remodeling matriks ekstraseluler (ECM), peningkatan sinyal FAK/Src, dan akhirnya aktivasi YAP/TAZ. Dalam sistem kultur sel tertentu yang merekapitulasi remodeling matriks ekstraseluler yang diamati secara in vivo, kami menunjukkan bahwa matriks 3D kolagen yang dilengkapi dengan ligan Wnt cukup untuk mempertahankan YAP/TAZ endogen dan menginduksi konversi nasib sel. Ini memberikan model sederhana untuk regenerasi jaringan, yang melibatkan pemrograman ulang sel sebagai elemen penting.",SUPPORT
"Diferensiasi seluler sel induk embrio disertai dengan perubahan waktu replikasi, transkripsi, dan lokalisasi inti.","Replikasi DNA pada mamalia diatur melalui penembakan koordinat kelompok replika yang menduplikasi segmen kromosom berukuran megabase pada waktu tertentu selama fase S. Studi sitogenetik menunjukkan bahwa ""kelompok replika"" ini menyatu sebagai unit subkromosom yang bertahan melalui beberapa generasi sel, namun batas molekuler dari unit tersebut masih sulit dipahami. Selain itu, sejauh mana perubahan waktu replikasi terjadi selama diferensiasi dan hubungannya dengan perubahan transkripsi belum diselidiki secara mendalam. Kami telah membuat profil waktu replikasi resolusi tinggi dalam sel induk embrionik tikus (mESCs) sebelum dan sesudah diferensiasi menjadi sel prekursor saraf. Kami menunjukkan bahwa kromosom dapat disegmentasi menjadi domain multimegabase replikasi koordinat, yang kami sebut ""domain replikasi"", dipisahkan oleh daerah transisi yang kinetika replikasinya konsisten dengan segmen besar yang tidak mempunyai asal. Batas molekuler dari domain replikasi sangat terpelihara dengan baik antara garis ESC yang berkerabat jauh dan sel induk berpotensi majemuk yang diinduksi. Tanpa diduga, diferensiasi ESC disertai dengan konsolidasi domain replikasi diferensial yang lebih kecil menjadi unit replikasi terkoordinasi yang lebih besar yang waktu replikasinya lebih selaras dengan konten isochore GC dan kepadatan elemen transposable LINE-1, tetapi tidak pada kepadatan gen. Perubahan waktu replikasi dikoordinasikan dengan perubahan transkripsi untuk promotor lemah lebih banyak daripada promotor kuat, dan disertai dengan penataan ulang dalam posisi subnuklir. Kami menyimpulkan bahwa profil replikasi bersifat spesifik tipe sel, dan perubahan pada profil ini mengungkapkan segmen kromosom yang mengalami perubahan besar dalam organisasi selama diferensiasi. Selain itu, domain replikasi yang lebih kecil dan kepadatan wilayah transisi waktu yang lebih tinggi yang mengganggu waktu replikasi isokore menentukan karakteristik baru dari keadaan berpotensi majemuk.",SUPPORT
"Sembilan negara bagian AS telah melaporkan rekor peningkatan kasus COVID-19 selama tujuh hari terakhir, sebagian besar di wilayah Midwest dan Barat bagian atas di mana cuaca dingin memaksa lebih banyak aktivitas di dalam ruangan.","COVID-19, karena gejalanya yang biasa mirip flu, juga diperkirakan akan menunjukkan gejala musiman yang serupa dan mereda seiring dengan meningkatnya suhu global di belahan bumi utara seiring dengan dimulainya musim semi.",SUPPORT
RAD52 terlibat dalam replikasi DNA yang diinduksi kerusakan (BIR).,"Pemanjangan telomer alternatif (ALT) adalah mekanisme pemeliharaan telomer independen telomerase yang terjadi pada subset kanker. Dengan menganalisis sel-sel telomerase-positif dan garis sel ALT manusia yang diturunkan dari TERC knockout, kami menunjukkan bahwa sel-sel ALT menampung telomer yang lebih rapuh yang mewakili masalah replikasi telomer. Cacat replikasi terkait ALT memicu sintesis DNA mitosis (MiDAS) di telomer dengan cara yang bergantung pada RAD52, tetapi tidak bergantung pada RAD51. Telomeric MiDAS adalah proses sintesis DNA konservatif, yang berpotensi dimediasi oleh replikasi yang dipicu oleh kerusakan, mirip dengan penyintas ALT tipe II di Saccharomyces cerevisiae. Tekanan replikasi yang disebabkan oleh ekspresi onkogenik ektopik dari cyclin E, G-quadruplexes, atau pembentukan R-loop memfasilitasi jalur ALT dan mengarah pada pengelompokan telomer, ciri khas kanker ALT. Kompleks TIMELESS/TIPIN menekan pengelompokan telomer dan MiDAS telomer, sedangkan kompleks SMC5/6 mendorongnya. Singkatnya, sel-sel ALT menunjukkan lebih banyak cacat replikasi telomer yang menghasilkan respons kerusakan DNA yang terus-menerus pada telomer, yang mengarah pada keterlibatan MiDAS telomer (sintesis telomer mitosis spontan) yang dipicu oleh tekanan replikasi DNA, yang berpotensi menjadi pendorong duplikasi genom pada kanker.",SUPPORT
Ekspresi cytidine deaminase yang diinduksi oleh Helicobacter pylori yang bergantung pada NF-kB yang menyimpang berkontribusi terhadap mutagenesis DNA inang.,"Infeksi Helicobacter pylori (H. pylori) merupakan faktor risiko berkembangnya kanker lambung. Di sini kami menunjukkan bahwa infeksi sel epitel lambung dengan pulau patogenisitas 'cag' (cagPAI) H. pylori yang positif menginduksi ekspresi menyimpang dari cytidine deaminase (AID) yang diinduksi aktivasi, anggota keluarga cytidine-deaminase yang bertindak sebagai enzim pengedit DNA dan RNA, melalui jalur aktivasi faktor nuklir-κB yang bergantung pada kinase IκB. Peningkatan regulasi AID yang dimediasi H. pylori mengakibatkan akumulasi perubahan nukleotida pada gen penekan tumor TP53 dalam sel lambung secara in vitro. Temuan kami memberikan bukti bahwa ekspresi AID yang menyimpang yang disebabkan oleh infeksi H. pylori mungkin merupakan mekanisme akumulasi mutasi pada mukosa lambung selama karsinogenesis lambung terkait H. pylori.",SUPPORT
"Pandemi virus corona dapat diperlambat, atau dihentikan sama sekali, dengan penggunaan favipiravir secara luas","Dalam studi kontrol non-acak berlabel terbuka ini, FPV menunjukkan efek pengobatan yang jauh lebih baik terhadap COVID-19 dalam hal perkembangan penyakit dan pembersihan virus; jika bersifat kausal, hasil ini harus menjadi informasi penting untuk menetapkan pedoman pengobatan standar untuk memerangi infeksi SARS-CoV-2.",SUPPORT
"Berbagai penelitian dari waktu ke waktu menunjukkan bahwa vitamin C mengandung antioksidan yang dapat membantu meningkatkan kemampuan tubuh dalam melawan penyakit, termasuk COVID-19.",KESIMPULAN Penggunaan vitamin C IV pada pasien dengan penyakit COVID-19 sedang hingga berat mungkin dapat dilakukan.,SUPPORT
Amitriptyline adalah pengobatan yang efektif untuk sakit kepala tipe tegang kronis.,"KONTEKS Sakit kepala tipe tegang kronis ditandai dengan sakit kepala yang terjadi hampir setiap hari dan sering kali sulit ditangani di praktik umum. Terapi perilaku dan farmakologis masing-masing tampaknya cukup efektif, namun data mengenai efek terpisah dan gabungan keduanya masih kurang.   
 TUJUAN Untuk mengevaluasi kemanjuran klinis terapi perilaku dan farmakologis, baik secara tunggal maupun gabungan, untuk sakit kepala tipe tegang kronis.   
 DESAIN DAN PENGATURAN Uji coba acak terkontrol plasebo dilakukan dari Agustus 1995 hingga Januari 1998 di 2 lokasi rawat jalan di Ohio.   
 PESERTA Dua ratus tiga orang dewasa (usia rata-rata, 37 tahun; 76% perempuan) dengan diagnosis sakit kepala tipe tegang kronis (rata-rata, 26 sakit kepala setiap hari).   
 INTERVENSI Peserta secara acak ditugaskan untuk menerima antidepresan trisiklik (amitriptyline hidroklorida, hingga 100 mg/hari, atau nortriptyline hidroklorida, hingga 75 mg/hari) obat (n = 53), plasebo (n = 48), terapi manajemen stres (misalnya relaksasi, koping kognitif) (3 sesi dan 2 kontak telepon) ditambah plasebo (n = 49), atau terapi manajemen stres ditambah obat antidepresan (n = 53).   
 UKURAN HASIL UTAMA Skor indeks sakit kepala bulanan dihitung sebagai rata-rata peringkat nyeri (skala 0-10) yang dicatat oleh peserta dalam buku harian harian 4 kali per hari; jumlah hari per bulan dengan setidaknya nyeri sedang (peringkat nyeri >/=5), penggunaan obat analgesik, dan skor Inventarisasi Disabilitas Sakit Kepala, dibandingkan dengan kelompok intervensi.   
 HASIL Pengobatan antidepresan trisiklik dan terapi manajemen stres masing-masing menghasilkan penurunan yang lebih besar pada aktivitas sakit kepala, penggunaan obat analgesik, dan kecacatan terkait sakit kepala dibandingkan plasebo, namun pengobatan antidepresan menghasilkan perbaikan yang lebih cepat pada aktivitas sakit kepala. Terapi kombinasi lebih mungkin menghasilkan penurunan skor indeks sakit kepala yang signifikan secara klinis (>/=50%) (64% peserta) dibandingkan obat antidepresan (38% peserta; P = 0,006), terapi manajemen stres (35%; P = 0,003), atau plasebo (29%; P = 0,001). Pada pengukuran lain, terapi kombinasi dan 2 komponen terapi menghasilkan hasil yang serupa.   
 KESIMPULAN Hasil kami menunjukkan bahwa pengobatan antidepresan dan terapi manajemen stres masing-masing cukup efektif dalam mengobati sakit kepala tipe tegang kronis. Terapi kombinasi dapat meningkatkan hasil dibandingkan monoterapi.",SUPPORT
"Meskipun tidak ada bukti yang memadai bahwa memakai masker dapat membantu Anda mendapatkan kekebalan seperti vaksin, ini adalah cara yang baik untuk membantu mencegah penyebaran virus corona Covid-19.","Penelitian ini 1) menggambarkan jalur penularan Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2); 2) mengatasi kontroversi seputar masker dari sudut pandang sikap, efektivitas, dan perlunya penggunaan masker dengan bukti bahwa penggunaan masker akan secara efektif menghentikan penularan penyakit menular baik di rumah sakit maupun di komunitas; dan 3) memberikan anjuran agar masyarakat memakai masker selama pandemi COVID-19 sesuai dengan konteks lokal.",SUPPORT
"Saat menghadapi peristiwa traumatis seperti pandemi Covid-19, wajar jika kita merasakan kilas balik yang intens, mimpi buruk, mudah tersinggung, marah, dan takut.","Untuk mengatasi masalah psikososial dari berbagai lapisan masyarakat dengan lebih baik, model pencegahan dan intervensi krisis psikososial harus segera dikembangkan oleh pemerintah, petugas layanan kesehatan, dan pemangku kepentingan lainnya.",SUPPORT
"Saat ini, CDC TIDAK merekomendasikan penggunaan minyak esensial seperti minyak lavender atau bahan GRAS seperti cuka dalam produk pembersih buatan sendiri untuk mencegah penyebaran COVID-19.","Dalam pengobatan Unani, selama epidemi, selain isolasi dan karantina, ada tiga tindakan yang paling penting, (i) pemurnian lingkungan dengan menggunakan obat herbal tertentu sebagai fumigan atau semprotan, (ii) promosi kesehatan dan modulasi kekebalan, dan (iii) penggunaan obat pelindung kesehatan dan obat khusus gejala. Obat-obatan seperti loban (Styrax benzoides W.G. Craib), sandroos (Hymenaea verrucosa Gaertn.) za'fran (Crocus sativus L.), cuka dll. diresepkan dalam berbagai bentuk.",SUPPORT
Upaya sebelumnya untuk mengembangkan vaksin terhadap penyakit virus corona SARS dan MERS menambah pengetahuan tentang struktur dan fungsi virus corona - yang mempercepat pengembangan berbagai platform teknologi untuk vaksin COVID-19 pada awal tahun 2020.,Vaksin untuk virus mematikan ini sedang dikembangkan dan banyak obat yang digunakan untuk indikasi lain telah digunakan kembali dan diselidiki untuk profilaksis dan pengobatan COVID 19.,SUPPORT
"Banyak penyakit, seperti flu, bersifat musiman dan kasusnya meningkat ketika cuaca dingin dan kering.",Suhu merupakan parameter paling berpengaruh yang dapat menurunkan pertumbuhan sebesar 13-17 kasus/hari dengan kenaikan suhu sebesar 1C.,SUPPORT
5G tidak memiliki hubungan sebab akibat dengan COVID-19,"Diantaranya adalah teori populer yang menghubungkan 5G dengan penyebaran COVID-19, yang menyebabkan misinformasi dan pembakaran menara 5G di Inggris.",SUPPORT
"Anda dapat mengonsumsi asetaminofen (Tylenol) untuk demam dan gejala lainnya. Jika Anda sudah mengonsumsi NSAID secara rutin, Anda tidak perlu berhenti.","Untuk NSAID, tidak ada bukti ilmiah yang jelas yang menghubungkan ibuprofen dan NSAID lainnya dengan memburuknya COVID-19; namun, tampaknya bijaksana untuk melanjutkan pengobatan, jika perlu untuk mengendalikan perikarditis, dan sebaliknya, memilih parasetamol untuk demam dan gejala sistemik terkait COVID-19.",SUPPORT
Keseimbangan energi membutuhkan neurotransmisi glutamat hipotalamus.,"Reseptor melanocortin 4 (MC4R) adalah mediator homeostasis berat badan yang mapan. Namun, neurotransmitter yang memediasi fungsi MC4R masih belum diketahui; akibatnya, sedikit yang diketahui tentang neuron tingkat kedua dari jalur saraf MC4R. Daerah otak yang mengekspresikan 1 (Sim1) yang berpikiran tunggal, yang mencakup nukleus paraventrikular hipotalamus (PVH), mewakili situs otak utama yang memediasi aksi melanokortin. Kami memulihkan ekspresi MC4R secara kondisional di neuron Sim1 di latar belakang tikus Mc4r-null. Restorasi ini secara dramatis mengurangi obesitas pada tikus Mc4r-null. Efek anti-obesitas sepenuhnya terbalik dengan gangguan selektif pelepasan glutamat dari neuron Sim1 yang sama. Pembalikan ini disebabkan oleh pengeluaran energi yang lebih rendah dan hiperfagia. Buktinya, gangguan selektif pelepasan glutamat dari neuron PVH dewasa menyebabkan perkembangan obesitas yang cepat melalui berkurangnya pengeluaran energi dan hiperfagia. Dengan demikian, penelitian ini menetapkan glutamat sebagai neurotransmitter utama yang memediasi MC4R pada neuron Sim1 dalam regulasi berat badan.",SUPPORT
