teks_klaim,is_claim,source,category
Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) induces oxidative stress.,true,scifact,MENTAL_HEALTH
Human embryonic stem cells give rise to cell types from all three embryonic germ layers.,true,scifact,OTHER
"Human embryonic stem cells give rise to cell types from the outer embryonic germ layer, but not the other two layers.",true,scifact,OTHER
Human embryonic stem cells have the capacity to give rise to differentiated progeny representative of all three embryonic germ layers.,true,scifact,OTHER
Hypocretin neurones suppress panicprone state in rats.,true,scifact,OTHER
Hypothalamic glutamate neurotransmission is unrelated to energy balance.,true,scifact,OTHER
"IFI16 impedes STING phosphorylation and translocation, resulting in reduced activation of STING.",true,scifact,OTHER
IFIT1 speeds viral replication by allowing for the proliferation of mis-capped viral RNAs.,true,scifact,OTHER
IL-10 production by monocytes inhibits CD4 + T cell response.,true,scifact,OTHER
IL-6 signaling plays a major role in atherosclerotic cardiovascular disease.,true,scifact,DIAGNOSIS
ITAM phosphorylation allows for the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).,true,scifact,DIAGNOSIS
IgA plasma cells that are specific for transglutaminase 2 are scarce in the duodenal mucosa of celiac disease patients when the disease is active.,true,scifact,DIAGNOSIS
Immune complex triggered cell death leads to extracellular release of nuclear DNA.,true,scifact,PREVENTION
Immune complex triggered cell death leads to sequestration of oxidized mitochondrial DNA.,true,scifact,PREVENTION
Immune responses in immune cells are geographically segregated.,true,scifact,PREVENTION
Improvements in OER catalysts show stable activity over several hundred hours.,true,scifact,OTHER
"In British Men, haplogroup I decreases risk of cardiovascular disease.",true,scifact,DIAGNOSIS
"In British Men, haplogroup I increases risk of cardiovascular disease by 50%.",true,scifact,DIAGNOSIS
"In S. cerevisiae, the absence of RNA surveillance pathways causes sensitivity to high iron conditions.",true,scifact,DIAGNOSIS
"In S. cerevisiae, the absence of RNA surveillance pathways reduces sensitivity to high iron conditions.",true,scifact,DIAGNOSIS
"In a naive state, blocking Wingless-Int-1 secretion from mouse embryonic stem cells inhibits self-renewal of the mouse embryonic stem cells.",true,scifact,OTHER
"In breast cancer, the loss of myoepithelial cells promotes the transition of ductal carcinoma in situ to invasive carcinoma.",true,scifact,OTHER
"In breast cancer, the loss of myoepithelial cells slows the transition of ductal carcinoma in situ to invasive carcinoma.",true,scifact,OTHER
"In chronic viral infections or tumors, peptides that selectively inhibit PTPRS can be utilized to boost insufficient activity of pDCs.",true,scifact,DIAGNOSIS
"In domesticated populations of Saccharomyces cerevisiae, segmental aneuploidy is very common.",true,scifact,OTHER
"In domesticated populations of Saccharomyces cerevisiae, segmental aneuploidy occurs infrequently.",true,scifact,OTHER
"In melanoma, anti-CTLA-4 treatment reinvigorates exhausted PD-1+Eomes+CD8 T cells.",true,scifact,TREATMENT
"In patients with congenital heart defects, β-blockers significantly improve clinical heart failure outcomes.",true,scifact,DIAGNOSIS
"In pediatric tissue, most T cells are naive T cell emigrants from the thymus.",true,scifact,OTHER
"In rhesus macaques, daily subcutaneous injections of emtricitabine are ineffective at protecting against rectally transmitted simian-human immunodeficiency virus.",true,scifact,DIAGNOSIS
"In rhesus macaques, daily subcutaneous injections of tenofovir protects against rectally transmitted simian-human immunodeficiency virus.",true,scifact,DIAGNOSIS
"In the UK, drowning affects boys and girls equally.",true,scifact,OTHER
"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, more than 50 percent of the cells with green florescent colocalize with cell proliferation markers.",true,scifact,NUTRITION
"In young and middle-aged adults, current or remote uses of ADHD medications increase the risk of serious cardiovascular events.",true,scifact,RISK
Incidence of 10/66 dementia is higher than the incidence of DSM-IV dementia.,true,scifact,OTHER
Incidence of 10/66 dementia is lower than the incidence of DSM-IV dementia.,true,scifact,OTHER
Incidence of heart failure increased by 10% in women since 1979.,true,scifact,OTHER
Incidence of sepsis has fallen substantially from 2009 to 2014.,true,scifact,OTHER
Including pharmacists in rounding teams does not alter the incidence of adverse drug events (ADEs).,true,scifact,TREATMENT
Including pharmacists in rounding teams reduces the incidence of adverse drug events (ADEs).,true,scifact,TREATMENT
Increase of p62 in prostate tumor stroma results in defective autophagy.,true,scifact,OTHER
Increased LDL receptors plays a role in the reduction of plasma Lp(a).,true,scifact,OTHER
Increased conversion of PGE 2 to PPARy ligand 15-ket-PGE 2 causes accumulation of PGE.,true,scifact,CAUSE
Increased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.,true,scifact,RISK
Increased flux of microbial products provokes immune responses.,true,scifact,PREVENTION
Increased flux of microbial products suppresses immune responses.,true,scifact,PREVENTION
Increased lipolysis leads to higher P38 phosphorylation in adipose tissue.,true,scifact,OTHER
Increased microtubule acetylation exacerbates LRRK2 Roc-COR domain mutation induced locomotor deficits.,true,scifact,OTHER
Increased microtubule acetylation repairs interference of axonal transport caused by LRRK2 Roc-COR domain mutations.,true,scifact,CAUSE
Increased microtubule acetylation worsens interference of axonal transport caused by LRRK2 Roc-COR domain mutations.,true,scifact,CAUSE
Increased mobility of retrotransposons does not lead to mutation and higher tumorigenesis rates.,true,scifact,CAUSE
Increased mobility of retrotransposons is assosciated with mutation and higher tumorigenesis rates.,true,scifact,OTHER
Increased purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpF in 2D BN-PAGE gels.,true,scifact,OTHER
Increased vessel density along with a reduction in fibrosis improves the efficacy of chemotherapy treatments.,true,scifact,TREATMENT
Individuals with Alzheimers who participate in six months of physical activity improve cognitive function for up to 18 months.,true,scifact,LIFESTYLE
Individuals with low serum vitamin D concentrations have decreased risk of multiple sclerosis.,true,scifact,NUTRITION
Induced hepatic stem cells possess the potential to differentiate into cholangiocytic cells.,true,scifact,OTHER
Induced hepatic stem cells possess the potential to differentiate into hepatocytic cells.,true,scifact,OTHER
Induction of urokinase receptor signaling in podocytes causes foot process effacement and proteinuria.,true,scifact,DIAGNOSIS
Inhibiting HDAC6 increases survival of mice with ARID1A mutated tumors.,true,scifact,OTHER
Inhibiting focal adhesion formation enables cells to convert mechanical strain into eventual scarring.,true,scifact,OTHER
Inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis.,true,scifact,OTHER
Inhibiting glucose-6-phospate dehydrogenase improves lipogenesis by deactivating LKB1-AMPK signaling.,true,scifact,DIAGNOSIS
Input from  mental and physical health care professionals is not effective at decreasing homelessness.,true,scifact,TREATMENT
"Inside the body, falciparum parasites reproduce asexually.",true,scifact,OTHER
Insulin decreases risk of severe kidney failure.,true,scifact,RISK
Insulin effects appetite via ventral tegmental neurons.,true,scifact,OTHER
Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,true,scifact,NUTRITION
Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,true,scifact,NUTRITION
Integrated care is ineffective at tackling multiple comorbidities.,true,scifact,OTHER
Integrated care is successful at tackling multiple comorbidities.,true,scifact,OTHER
Integrating classroom-based collaborative learning with Web-based collaborative learning offers the best class performance.,true,scifact,OTHER
"Interferon stimulated genes (ISGs) Irf1, Irg1, Ifi27, and Rsad2 encourage West Nile virus replication in cortical neurons.",true,scifact,DIAGNOSIS
"Interferon stimulated genes (ISGs) Irf1, Irg1, Ifi27, and Rsad2 inhibit West Nile virus replication in cortical neurons.",true,scifact,DIAGNOSIS
Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,true,scifact,OTHER
Intra-cerebroventricular infusion of amyloid-β oligomers increases expression of fibronectin type-III domain-containing protein 5 mRNA in mice hippocampi.,true,scifact,NUTRITION
Intra-cerebroventricular infusion of amyloid-β oligomers reduces expression of fibronectin type-III domain-containing protein 5 mRNA in mice hippocampi.,true,scifact,NUTRITION
Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.,true,scifact,DIAGNOSIS
It is not proven that moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD) specifically.,true,scifact,DIAGNOSIS
JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,true,scifact,OTHER
JMJD6 slows the hydroxylation of C-terminal lysine,true,scifact,OTHER
KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,true,scifact,OTHER
KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.,true,scifact,DIAGNOSIS
Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,true,scifact,NUTRITION
Klf2 is important for proper myeloid cell function.,true,scifact,OTHER
Klf4 is important for proper myeloid cell differentiation.,true,scifact,OTHER
Klf4 is not required for proper myeloid cell differentiation.,true,scifact,OTHER
Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,true,scifact,CAUSE
Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,true,scifact,CAUSE
L3MBTL2 binds to H2AK119Ub marked chromatin to form a PRC1 complex.,true,scifact,OTHER
LDL cholesterol has a causal role in the development of cardiovascular disease.,true,scifact,DIAGNOSIS
LRBA prevents CTLA - 4 recycling.,true,scifact,PREVENTION
LRBA promotes CTLA - 4 recycling.,true,scifact,OTHER
LSD1-positive promoters are associated with RNA polymerase II,true,scifact,RISK
Lack of FGF21 in mice increases life expectancy.,true,scifact,OTHER
Lack of FGF21 in mice leads to atherosclerotic plaque formation.,true,scifact,OTHER
Lack of FGF21 in mice leads to reduced lifespan.,true,scifact,OTHER
Lack of FGF21 in mice slows the rate of atherosclerotic plaque formation.,true,scifact,OTHER
Lamins are associated with nuclear membrane structure maintenance.,true,scifact,RISK
Lamins are found within the inner layer of the mitochondrial membrane of all cells.,true,scifact,OTHER
Lamins are found within the inner layer of the nuclear membrane of all cells.,true,scifact,OTHER
Lamins have no effect on nuclear membrane structure maintenance.,true,scifact,OTHER
Less than 10% of patients exposed to radiation have activated markers of mesenchymal stem cells.,true,scifact,OTHER
Lice attenuated SIV vaccines induce a stronger antigen-specific T cell response in lymph node cells.,true,scifact,PREVENTION
Lipopolysaccharides have an inflammation independent effect on kidney barrier function.,true,scifact,OTHER
Lmna knock-in models are appropriate for testing therapeutic approaches against Hutchinson-Gilford progeria syndrome (HGPS).,true,scifact,DIAGNOSIS
